,Area_Name,Year,Sub_Group_Name,Victims_Above_50_Yrs,Victims_Total,Victims_Upto_10_15_Yrs,Victims_Upto_10_Yrs,Victims_Upto_15_18_Yrs,Victims_Upto_18_30_Yrs,Victims_Upto_30_50_Yrs
612,Bihar,2009,1. Male Victims,125.0,2507,21.0,13.0,51.0,1419.0,878.0
613,Chandigarh,2009,1. Male Victims,1.0,19,0.0,1.0,0.0,11.0,6.0
614,Chhattisgarh,2009,1. Male Victims,117.0,757,9.0,24.0,27.0,231.0,349.0
615,Dadra & Nagar Haveli,2009,1. Male Victims,1.0,4,,1.0,,1.0,1.0
616,Daman & Diu,2009,1. Male Victims,,4,,,,1.0,3.0
617,Delhi,2009,1. Male Victims,23.0,445,17.0,17.0,28.0,243.0,117.0
618,Goa,2009,1. Male Victims,3.0,26,0.0,2.0,0.0,8.0,13.0
619,Gujarat,2009,1. Male Victims,56.0,734,9.0,24.0,4.0,266.0,375.0
620,Haryana,2009,1. Male Victims,83.0,786,4.0,2.0,9.0,331.0,357.0
621,Himachal Pradesh,2009,1. Male Victims,14.0,94,1.0,0.0,2.0,31.0,46.0
622,Jammu & Kashmir,2009,1. Male Victims,10.0,216,0.0,1.0,3.0,98.0,104.0
623,Jharkhand,2009,1. Male Victims,81.0,1435,1.0,3.0,5.0,609.0,736.0
624,Karnataka,2009,1. Male Victims,121.0,1073,14.0,12.0,5.0,363.0,558.0
625,Kerala,2009,1. Male Victims,58.0,260,7.0,25.0,1.0,60.0,109.0
626,Madhya Pradesh,2009,1. Male Victims,257.0,1777,20.0,42.0,25.0,672.0,761.0
627,Maharashtra,2009,1. Male Victims,216.0,1712,11.0,63.0,20.0,681.0,721.0
628,Manipur,2009,1. Male Victims,16.0,156,1.0,2.0,3.0,56.0,78.0
629,Meghalaya,2009,1. Male Victims,7.0,106,2.0,0.0,3.0,69.0,25.0
630,Mizoram,2009,1. Male Victims,,28,,,,8.0,20.0
631,Nagaland,2009,1. Male Victims,1.0,40,0.0,0.0,0.0,21.0,18.0
632,Odisha,2009,1. Male Victims,118.0,806,0.0,1.0,8.0,336.0,343.0
633,Puducherry,2009,1. Male Victims,2.0,29,,,,13.0,14.0
634,Punjab,2009,1. Male Victims,42.0,658,15.0,18.0,20.0,251.0,312.0
635,Rajasthan,2009,1. Male Victims,124.0,1089,16.0,16.0,36.0,424.0,473.0
636,Sikkim,2009,1. Male Victims,1.0,14,,2.0,,7.0,4.0
637,Tamil Nadu,2009,1. Male Victims,246.0,1270,8.0,36.0,5.0,364.0,611.0
638,Tripura,2009,1. Male Victims,7.0,91,2.0,6.0,0.0,34.0,42.0
639,Uttar Pradesh,2009,1. Male Victims,354.0,3724,89.0,33.0,85.0,1816.0,1347.0
640,Uttarakhand,2009,1. Male Victims,13.0,144,1.0,1.0,1.0,72.0,56.0
641,West Bengal,2009,1. Male Victims,88.0,1468,3.0,3.0,6.0,708.0,660.0
642,Andaman & Nicobar Islands,2010,1. Male Victims,,5,,,,2.0,3.0
643,Andhra Pradesh,2010,1. Male Victims,325.0,1914,16.0,7.0,13.0,962.0,591.0
644,Arunachal Pradesh,2010,1. Male Victims,0.0,73,0.0,0.0,0.0,53.0,20.0
645,Assam,2010,1. Male Victims,46.0,1137,,,10.0,712.0,369.0
646,Bihar,2010,1. Male Victims,194.0,2700,30.0,16.0,82.0,1491.0,887.0
647,Chandigarh,2010,1. Male Victims,3.0,20,0.0,1.0,0.0,5.0,11.0
648,Chhattisgarh,2010,1. Male Victims,105.0,708,8.0,19.0,31.0,231.0,314.0
649,Dadra & Nagar Haveli,2010,1. Male Victims,,5,,,,,5.0
650,Daman & Diu,2010,1. Male Victims,0.0,5,0.0,0.0,0.0,4.0,1.0
651,Delhi,2010,1. Male Victims,25.0,458,8.0,6.0,14.0,238.0,167.0
652,Goa,2010,1. Male Victims,2.0,28,0.0,0.0,0.0,9.0,17.0
653,Gujarat,2010,1. Male Victims,89.0,814,14.0,27.0,7.0,312.0,365.0
654,Haryana,2010,1. Male Victims,65.0,831,6.0,4.0,8.0,367.0,381.0
655,Himachal Pradesh,2010,1. Male Victims,17.0,105,0.0,2.0,3.0,31.0,52.0
656,Jammu & Kashmir,2010,1. Male Victims,19.0,205,0.0,0.0,0.0,91.0,95.0
657,Jharkhand,2010,1. Male Victims,65.0,1496,2.0,4.0,1.0,895.0,529.0
658,Karnataka,2010,1. Male Victims,130.0,1147,3.0,18.0,4.0,481.0,511.0
659,Kerala,2010,1. Male Victims,55.0,279,3.0,23.0,1.0,60.0,137.0
660,Madhya Pradesh,2010,1. Male Victims,244.0,1890,27.0,34.0,40.0,732.0,813.0
661,Maharashtra,2010,1. Male Victims,238.0,1790,18.0,91.0,20.0,670.0,753.0
662,Manipur,2010,1. Male Victims,8.0,82,2.0,0.0,0.0,26.0,46.0
663,Meghalaya,2010,1. Male Victims,8.0,126,0.0,0.0,1.0,64.0,53.0
664,Mizoram,2010,1. Male Victims,8.0,40,0.0,0.0,1.0,8.0,23.0
665,Nagaland,2010,1. Male Victims,7.0,42,0.0,0.0,0.0,19.0,16.0
666,Odisha,2010,1. Male Victims,72.0,783,0.0,5.0,1.0,304.0,401.0
667,Puducherry,2010,1. Male Victims,8.0,30,,,,10.0,12.0
668,Punjab,2010,1. Male Victims,65.0,703,3.0,10.0,12.0,277.0,336.0
669,Rajasthan,2010,1. Male Victims,103.0,1115,14.0,15.0,33.0,437.0,513.0
670,Sikkim,2010,1. Male Victims,3.0,9,,1.0,,1.0,4.0
671,Tamil Nadu,2010,1. Male Victims,227.0,1279,8.0,25.0,7.0,414.0,598.0
672,Tripura,2010,1. Male Victims,16.0,96,1.0,0.0,0.0,36.0,43.0
673,Uttar Pradesh,2010,1. Male Victims,288.0,3597,52.0,76.0,79.0,1937.0,1165.0
674,Uttarakhand,2010,1. Male Victims,13.0,132,1.0,,,66.0,52.0
675,West Bengal,2010,1. Male Victims,84.0,1522,5.0,0.0,4.0,635.0,794.0
676,Andaman & Nicobar Islands,2001,3. Total,,13,1.0,,,7.0,5.0
677,Andhra Pradesh,2001,3. Total,282.0,2783,74.0,73.0,131.0,1096.0,1127.0
678,Arunachal Pradesh,2001,3. Total,6.0,83,0.0,0.0,0.0,41.0,36.0
679,Assam,2001,3. Total,78.0,1356,38.0,21.0,192.0,622.0,405.0
680,Bihar,2001,3. Total,239.0,3643,2.0,2.0,196.0,1675.0,1529.0
681,Chandigarh,2001,3. Total,4.0,15,0.0,0.0,0.0,5.0,6.0
682,Chhattisgarh,2001,3. Total,205.0,1657,26.0,68.0,68.0,555.0,735.0
683,Dadra & Nagar Haveli,2001,3. Total,,3,,,,1.0,2.0
684,Delhi,2001,3. Total,42.0,574,12.0,25.0,21.0,305.0,169.0
685,Goa,2001,3. Total,3.0,37,,1.0,,15.0,18.0
686,Gujarat,2001,3. Total,113.0,1280,20.0,107.0,26.0,467.0,547.0
687,Haryana,2001,3. Total,44.0,818,12.0,36.0,62.0,358.0,306.0
688,Himachal Pradesh,2001,3. Total,14.0,122,1.0,4.0,2.0,40.0,61.0
689,Jammu & Kashmir,2001,3. Total,191.0,1412,50.0,10.0,187.0,453.0,521.0
690,Jharkhand,2001,3. Total,160.0,1507,3.0,4.0,160.0,596.0,584.0
691,Karnataka,2001,3. Total,181.0,1678,22.0,80.0,60.0,700.0,635.0
692,Kerala,2001,3. Total,79.0,489,13.0,63.0,17.0,113.0,204.0
693,Lakshadweep,2001,3. Total,0.0,2,1.0,1.0,0.0,0.0,0.0
694,Madhya Pradesh,2001,3. Total,101.0,2425,38.0,73.0,166.0,974.0,1073.0
695,Maharashtra,2001,3. Total,297.0,2950,56.0,189.0,80.0,1295.0,1033.0
696,Manipur,2001,3. Total,11.0,233,,2.0,8.0,139.0,73.0
697,Meghalaya,2001,3. Total,1.0,169,0.0,0.0,0.0,116.0,52.0
698,Mizoram,2001,3. Total,2.0,31,0.0,0.0,3.0,17.0,9.0
699,Nagaland,2001,3. Total,3.0,109,1.0,0.0,5.0,64.0,36.0
700,Odisha,2001,3. Total,72.0,1005,2.0,0.0,56.0,490.0,385.0
701,Puducherry,2001,3. Total,3.0,25,,,1.0,10.0,11.0
702,Punjab,2001,3. Total,54.0,787,10.0,10.0,56.0,358.0,299.0
703,Rajasthan,2001,3. Total,133.0,1275,18.0,18.0,47.0,497.0,562.0
704,Sikkim,2001,3. Total,2.0,19,,1.0,,8.0,8.0
705,Tamil Nadu,2001,3. Total,170.0,1662,16.0,8.0,249.0,565.0,654.0
706,Tripura,2001,3. Total,22.0,240,6.0,,17.0,93.0,102.0
707,Uttar Pradesh,2001,3. Total,824.0,8180,158.0,39.0,292.0,3724.0,3143.0
708,Uttarakhand,2001,3. Total,31.0,381,5.0,4.0,4.0,124.0,213.0
709,West Bengal,2001,3. Total,94.0,1673,2.0,1.0,3.0,889.0,684.0
710,Andaman & Nicobar Islands,2002,3. Total,2.0,17,0.0,0.0,1.0,6.0,8.0
711,Andhra Pradesh,2002,3. Total,275.0,2651,20.0,12.0,13.0,1320.0,1011.0
712,Arunachal Pradesh,2002,3. Total,,61,,,0.0,34.0,27.0
713,Assam,2002,3. Total,25.0,1253,0.0,2.0,0.0,827.0,399.0
714,Bihar,2002,3. Total,161.0,3831,3.0,7.0,5.0,2116.0,1539.0
715,Chandigarh,2002,3. Total,3.0,31,0.0,3.0,0.0,12.0,13.0
716,Chhattisgarh,2002,3. Total,106.0,844,7.0,24.0,4.0,264.0,439.0
717,Dadra & Nagar Haveli,2002,3. Total,1.0,11,0.0,0.0,0.0,2.0,8.0
718,Daman & Diu,2002,3. Total,0.0,8,0.0,0.0,0.0,5.0,3.0
719,Delhi,2002,3. Total,40.0,541,11.0,14.0,10.0,312.0,154.0
720,Goa,2002,3. Total,10.0,31,,1.0,1.0,10.0,9.0
721,Gujarat,2002,3. Total,256.0,2327,41.0,129.0,42.0,975.0,884.0
722,Haryana,2002,3. Total,38.0,811,11.0,6.0,5.0,433.0,318.0
723,Himachal Pradesh,2002,3. Total,14.0,132,1.0,5.0,4.0,55.0,53.0
724,Jammu & Kashmir,2002,3. Total,94.0,1307,0.0,0.0,2.0,564.0,647.0
725,Jharkhand,2002,3. Total,294.0,1488,2.0,3.0,3.0,635.0,551.0
726,Karnataka,2002,3. Total,156.0,1704,3.0,18.0,7.0,826.0,694.0
727,Kerala,2002,3. Total,77.0,454,9.0,64.0,7.0,118.0,179.0
728,Madhya Pradesh,2002,3. Total,215.0,2395,12.0,8.0,74.0,1149.0,937.0
729,Maharashtra,2002,3. Total,353.0,2991,54.0,156.0,45.0,1191.0,1192.0
730,Manipur,2002,3. Total,6.0,222,0.0,0.0,0.0,130.0,86.0
731,Meghalaya,2002,3. Total,4.0,184,0.0,1.0,2.0,79.0,98.0
732,Mizoram,2002,3. Total,2.0,29,0.0,0.0,0.0,23.0,4.0
733,Nagaland,2002,3. Total,1.0,108,2.0,0.0,7.0,72.0,26.0
734,Odisha,2002,3. Total,73.0,1148,2.0,5.0,0.0,579.0,489.0
735,Puducherry,2002,3. Total,2.0,31,,2.0,,7.0,20.0
736,Punjab,2002,3. Total,49.0,772,5.0,4.0,4.0,319.0,391.0
737,Rajasthan,2002,3. Total,108.0,1324,2.0,15.0,3.0,563.0,633.0
738,Sikkim,2002,3. Total,,13,,,2.0,4.0,7.0
739,Tamil Nadu,2002,3. Total,263.0,1787,12.0,29.0,4.0,771.0,708.0
740,Tripura,2002,3. Total,22.0,201,,,0.0,105.0,74.0
741,Uttar Pradesh,2002,3. Total,566.0,7538,191.0,36.0,311.0,3548.0,2886.0
742,Uttarakhand,2002,3. Total,22.0,335,4.0,,3.0,100.0,206.0
743,West Bengal,2002,3. Total,61.0,1453,0.0,3.0,0.0,852.0,537.0
744,Andaman & Nicobar Islands,2003,3. Total,2.0,21,0.0,1.0,0.0,8.0,10.0
745,Andhra Pradesh,2003,3. Total,281.0,2914,39.0,25.0,55.0,1370.0,1144.0
746,Arunachal Pradesh,2003,3. Total,0.0,77,0.0,0.0,0.0,64.0,13.0
747,Assam,2003,3. Total,59.0,1191,0.0,2.0,0.0,639.0,491.0
748,Bihar,2003,3. Total,205.0,3772,2.0,5.0,5.0,1872.0,1683.0
749,Chandigarh,2003,3. Total,1.0,21,2.0,1.0,0.0,8.0,9.0
750,Chhattisgarh,2003,3. Total,95.0,797,12.0,25.0,3.0,312.0,350.0
751,Dadra & Nagar Haveli,2003,3. Total,2.0,11,,,,4.0,5.0
752,Daman & Diu,2003,3. Total,3.0,6,0.0,0.0,0.0,0.0,3.0
753,Delhi,2003,3. Total,48.0,502,16.0,19.0,19.0,254.0,146.0
754,Goa,2003,3. Total,6.0,34,,,,11.0,17.0
755,Gujarat,2003,3. Total,115.0,1164,6.0,61.0,16.0,457.0,509.0
756,Haryana,2003,3. Total,39.0,748,2.0,3.0,19.0,401.0,284.0
757,Himachal Pradesh,2003,3. Total,9.0,130,2.0,5.0,2.0,43.0,69.0
758,Jammu & Kashmir,2003,3. Total,82.0,1115,0.0,0.0,0.0,432.0,601.0
759,Jharkhand,2003,3. Total,115.0,1482,3.0,7.0,2.0,683.0,672.0
760,Karnataka,2003,3. Total,150.0,1576,23.0,91.0,71.0,648.0,593.0
761,Kerala,2003,3. Total,78.0,435,4.0,22.0,5.0,120.0,206.0
762,Madhya Pradesh,2003,3. Total,154.0,2227,25.0,41.0,99.0,984.0,924.0
763,Maharashtra,2003,3. Total,374.0,2951,44.0,142.0,41.0,1250.0,1100.0
764,Manipur,2003,3. Total,9.0,185,0.0,1.0,0.0,117.0,58.0
765,Meghalaya,2003,3. Total,4.0,175,0.0,1.0,13.0,64.0,93.0
766,Mizoram,2003,3. Total,1.0,46,,1.0,4.0,16.0,24.0
767,Nagaland,2003,3. Total,0.0,91,0.0,0.0,0.0,70.0,21.0
768,Odisha,2003,3. Total,86.0,1102,4.0,8.0,13.0,541.0,450.0
769,Puducherry,2003,3. Total,5.0,30,1.0,1.0,,11.0,12.0
770,Punjab,2003,3. Total,74.0,769,5.0,12.0,8.0,338.0,332.0
771,Rajasthan,2003,3. Total,136.0,1284,7.0,13.0,6.0,560.0,562.0
772,Sikkim,2003,3. Total,2.0,16,,1.0,1.0,9.0,3.0
773,Tamil Nadu,2003,3. Total,280.0,1654,11.0,11.0,40.0,596.0,716.0
774,Tripura,2003,3. Total,30.0,254,,,0.0,135.0,89.0
775,Uttar Pradesh,2003,3. Total,487.0,5284,145.0,35.0,292.0,2438.0,1887.0
776,Uttarakhand,2003,3. Total,18.0,293,0.0,0.0,3.0,115.0,157.0
777,West Bengal,2003,3. Total,62.0,1464,2.0,3.0,4.0,792.0,601.0
778,Andaman & Nicobar Islands,2004,3. Total,2.0,15,0.0,1.0,0.0,2.0,10.0
779,Andhra Pradesh,2004,3. Total,285.0,2640,25.0,35.0,29.0,1157.0,1109.0
780,Arunachal Pradesh,2004,3. Total,3.0,67,0.0,0.0,0.0,36.0,28.0
781,Assam,2004,3. Total,72.0,1214,0.0,1.0,0.0,691.0,450.0
782,Bihar,2004,3. Total,188.0,3948,13.0,4.0,4.0,2175.0,1564.0
783,Chandigarh,2004,3. Total,2.0,22,0.0,2.0,1.0,8.0,9.0
784,Chhattisgarh,2004,3. Total,123.0,927,11.0,20.0,30.0,331.0,412.0
785,Dadra & Nagar Haveli,2004,3. Total,1.0,11,0.0,2.0,1.0,3.0,4.0
786,Daman & Diu,2004,3. Total,,3,,,,2.0,1.0
787,Delhi,2004,3. Total,48.0,510,21.0,34.0,22.0,221.0,164.0
788,Goa,2004,3. Total,8.0,42,1.0,1.0,,15.0,17.0
789,Gujarat,2004,3. Total,104.0,1169,7.0,84.0,12.0,472.0,490.0
790,Haryana,2004,3. Total,46.0,742,1.0,0.0,22.0,378.0,295.0
791,Himachal Pradesh,2004,3. Total,20.0,110,3.0,3.0,3.0,37.0,44.0
792,Jammu & Kashmir,2004,3. Total,82.0,989,,1.0,,496.0,410.0
793,Jharkhand,2004,3. Total,115.0,1488,3.0,7.0,2.0,686.0,675.0
794,Karnataka,2004,3. Total,163.0,1567,3.0,47.0,4.0,745.0,605.0
795,Kerala,2004,3. Total,91.0,427,8.0,40.0,5.0,94.0,189.0
796,Madhya Pradesh,2004,3. Total,275.0,2380,22.0,8.0,114.0,1088.0,873.0
797,Maharashtra,2004,3. Total,291.0,2777,28.0,125.0,52.0,1176.0,1105.0
798,Manipur,2004,3. Total,10.0,193,0.0,0.0,0.0,125.0,58.0
799,Meghalaya,2004,3. Total,1.0,157,0.0,0.0,1.0,103.0,52.0
800,Mizoram,2004,3. Total,6.0,35,0.0,0.0,0.0,15.0,14.0
801,Nagaland,2004,3. Total,0.0,73,0.0,0.0,0.0,36.0,37.0
802,Odisha,2004,3. Total,63.0,1137,4.0,2.0,3.0,610.0,455.0
803,Puducherry,2004,3. Total,2.0,25,,1.0,,12.0,10.0
804,Punjab,2004,3. Total,77.0,802,8.0,23.0,11.0,334.0,349.0
805,Rajasthan,2004,3. Total,161.0,1292,6.0,8.0,7.0,568.0,542.0
806,Sikkim,2004,3. Total,3.0,18,0.0,3.0,0.0,4.0,8.0
807,Tamil Nadu,2004,3. Total,245.0,1544,13.0,66.0,4.0,612.0,604.0
808,Tripura,2004,3. Total,22.0,226,3.0,0.0,2.0,124.0,75.0
809,Uttar Pradesh,2004,3. Total,550.0,6665,218.0,116.0,347.0,2837.0,2597.0
810,Uttarakhand,2004,3. Total,25.0,267,0.0,4.0,0.0,130.0,108.0
811,West Bengal,2004,3. Total,65.0,1433,1.0,1.0,0.0,736.0,630.0
812,Andaman & Nicobar Islands,2005,3. Total,1.0,15,,1.0,,5.0,8.0
813,Andhra Pradesh,2005,3. Total,313.0,2928,21.0,38.0,28.0,1277.0,1251.0
814,Arunachal Pradesh,2005,3. Total,2.0,81,0.0,0.0,0.0,59.0,20.0
815,Assam,2005,3. Total,76.0,1194,4.0,0.0,9.0,714.0,391.0
816,Bihar,2005,3. Total,189.0,3471,10.0,14.0,13.0,2160.0,1085.0
817,Chandigarh,2005,3. Total,1.0,18,0.0,3.0,0.0,7.0,7.0
818,Chhattisgarh,2005,3. Total,123.0,1050,14.0,11.0,12.0,405.0,485.0
819,Dadra & Nagar Haveli,2005,3. Total,2.0,7,,1.0,1.0,2.0,1.0
820,Daman & Diu,2005,3. Total,,5,1.0,,,4.0,
821,Delhi,2005,3. Total,40.0,533,12.0,17.0,7.0,284.0,173.0
822,Goa,2005,3. Total,5.0,49,1.0,3.0,,14.0,26.0
823,Gujarat,2005,3. Total,115.0,1103,17.0,70.0,12.0,418.0,471.0
824,Haryana,2005,3. Total,82.0,812,8.0,9.0,21.0,366.0,326.0
825,Himachal Pradesh,2005,3. Total,15.0,118,0.0,6.0,4.0,40.0,53.0
826,Jammu & Kashmir,2005,3. Total,45.0,746,0.0,4.0,0.0,425.0,272.0
827,Jharkhand,2005,3. Total,130.0,1523,29.0,5.0,113.0,452.0,794.0
828,Karnataka,2005,3. Total,182.0,1673,2.0,39.0,6.0,779.0,665.0
829,Kerala,2005,3. Total,92.0,431,11.0,54.0,4.0,87.0,183.0
830,Lakshadweep,2005,3. Total,,1,,,,1.0,0.0
831,Madhya Pradesh,2005,3. Total,285.0,2428,35.0,35.0,80.0,1019.0,974.0
832,Maharashtra,2005,3. Total,292.0,2745,43.0,154.0,45.0,1122.0,1089.0
833,Manipur,2005,3. Total,6.0,295,1.0,1.0,1.0,186.0,100.0
834,Meghalaya,2005,3. Total,6.0,138,1.0,3.0,7.0,57.0,64.0
835,Mizoram,2005,3. Total,6.0,35,0.0,0.0,0.0,15.0,14.0
836,Nagaland,2005,3. Total,5.0,91,0.0,0.0,0.0,48.0,38.0
837,Odisha,2005,3. Total,87.0,1133,3.0,3.0,4.0,535.0,501.0
838,Puducherry,2005,3. Total,3.0,19,,,,8.0,8.0
839,Punjab,2005,3. Total,68.0,744,9.0,11.0,6.0,331.0,319.0
840,Rajasthan,2005,3. Total,124.0,1246,11.0,21.0,25.0,523.0,542.0
841,Sikkim,2005,3. Total,1.0,9,1.0,,0.0,3.0,4.0
842,Tamil Nadu,2005,3. Total,248.0,1511,10.0,54.0,3.0,552.0,644.0
843,Tripura,2005,3. Total,14.0,158,,1.0,0.0,91.0,52.0
844,Uttar Pradesh,2005,3. Total,554.0,6365,124.0,44.0,222.0,3120.0,2301.0
845,Uttarakhand,2005,3. Total,29.0,290,2.0,4.0,0.0,127.0,128.0
846,West Bengal,2005,3. Total,74.0,1454,2.0,0.0,0.0,942.0,436.0
847,Andaman & Nicobar Islands,2006,3. Total,2.0,5,,,,1.0,2.0
848,Andhra Pradesh,2006,3. Total,392.0,2940,20.0,28.0,15.0,1367.0,1118.0
849,Arunachal Pradesh,2006,3. Total,0.0,60,0.0,0.0,0.0,40.0,20.0
850,Assam,2006,3. Total,83.0,1207,4.0,0.0,7.0,691.0,422.0
851,Bihar,2006,3. Total,111.0,3249,2.0,3.0,7.0,1933.0,1193.0
852,Chandigarh,2006,3. Total,5.0,14,0.0,1.0,0.0,2.0,6.0
853,Chhattisgarh,2006,3. Total,141.0,1098,12.0,12.0,24.0,427.0,482.0
854,Dadra & Nagar Haveli,2006,3. Total,1.0,9,0.0,1.0,0.0,3.0,4.0
855,Daman & Diu,2006,3. Total,0.0,7,0.0,2.0,0.0,3.0,2.0
856,Delhi,2006,3. Total,28.0,488,12.0,30.0,24.0,283.0,111.0
857,Goa,2006,3. Total,11.0,40,,,2.0,12.0,15.0
858,Gujarat,2006,3. Total,96.0,1214,17.0,80.0,13.0,497.0,511.0
859,Haryana,2006,3. Total,56.0,899,9.0,0.0,21.0,404.0,409.0
860,Himachal Pradesh,2006,3. Total,12.0,129,1.0,4.0,0.0,48.0,64.0
861,Jammu & Kashmir,2006,3. Total,17.0,641,1.0,2.0,7.0,324.0,290.0
862,Jharkhand,2006,3. Total,258.0,1492,18.0,12.0,109.0,557.0,538.0
863,Karnataka,2006,3. Total,164.0,1677,13.0,58.0,8.0,757.0,677.0
864,Kerala,2006,3. Total,78.0,426,4.0,65.0,3.0,102.0,174.0
865,Madhya Pradesh,2006,3. Total,362.0,2330,36.0,48.0,76.0,900.0,908.0
866,Maharashtra,2006,3. Total,367.0,2961,38.0,159.0,54.0,1208.0,1135.0
867,Manipur,2006,3. Total,17.0,238,2.0,0.0,5.0,127.0,87.0
868,Meghalaya,2006,3. Total,3.0,157,0.0,2.0,5.0,82.0,65.0
869,Mizoram,2006,3. Total,0.0,25,0.0,0.0,0.0,20.0,5.0
870,Nagaland,2006,3. Total,2.0,123,1.0,4.0,4.0,77.0,35.0
871,Odisha,2006,3. Total,54.0,1167,4.0,3.0,11.0,560.0,535.0
872,Puducherry,2006,3. Total,3.0,30,,,1.0,12.0,14.0
873,Punjab,2006,3. Total,111.0,851,6.0,10.0,10.0,386.0,328.0
874,Rajasthan,2006,3. Total,145.0,1238,22.0,30.0,25.0,505.0,511.0
875,Sikkim,2006,3. Total,4.0,21,,,4.0,5.0,8.0
876,Tamil Nadu,2006,3. Total,236.0,1418,16.0,48.0,6.0,492.0,620.0
877,Tripura,2006,3. Total,18.0,165,2.0,1.0,,71.0,73.0
878,Uttar Pradesh,2006,3. Total,510.0,5762,161.0,34.0,231.0,2813.0,2013.0
879,Uttarakhand,2006,3. Total,12.0,285,2.0,2.0,6.0,96.0,167.0
880,West Bengal,2006,3. Total,69.0,1442,0.0,1.0,2.0,881.0,489.0
881,Andaman & Nicobar Islands,2007,3. Total,3.0,15,,,,6.0,6.0
882,Andhra Pradesh,2007,3. Total,273.0,2850,24.0,45.0,39.0,1289.0,1180.0
883,Arunachal Pradesh,2007,3. Total,1.0,68,0.0,0.0,0.0,44.0,23.0
884,Assam,2007,3. Total,97.0,1374,1.0,0.0,1.0,817.0,458.0
885,Bihar,2007,3. Total,166.0,3081,23.0,16.0,56.0,1688.0,1132.0
886,Chandigarh,2007,3. Total,1.0,20,0.0,2.0,0.0,10.0,7.0
887,Chhattisgarh,2007,3. Total,227.0,1097,15.0,13.0,17.0,381.0,444.0
888,Dadra & Nagar Haveli,2007,3. Total,0.0,10,,1.0,,3.0,6.0
889,Daman & Diu,2007,3. Total,4.0,12,1.0,1.0,0.0,4.0,2.0
890,Delhi,2007,3. Total,41.0,511,8.0,24.0,25.0,276.0,137.0
891,Goa,2007,3. Total,8.0,34,,2.0,,9.0,15.0
892,Gujarat,2007,3. Total,127.0,1214,15.0,71.0,18.0,406.0,577.0
893,Haryana,2007,3. Total,60.0,942,28.0,33.0,38.0,416.0,367.0
894,Himachal Pradesh,2007,3. Total,16.0,132,3.0,5.0,2.0,46.0,60.0
895,Jammu & Kashmir,2007,3. Total,18.0,366,0.0,0.0,0.0,196.0,152.0
896,Jharkhand,2007,3. Total,129.0,1617,13.0,2.0,10.0,637.0,826.0
897,Karnataka,2007,3. Total,174.0,1586,9.0,32.0,12.0,670.0,689.0
898,Kerala,2007,3. Total,85.0,393,9.0,39.0,5.0,88.0,167.0
899,Madhya Pradesh,2007,3. Total,281.0,2315,34.0,81.0,45.0,950.0,924.0
900,Maharashtra,2007,3. Total,348.0,2793,39.0,165.0,46.0,1175.0,1020.0
901,Manipur,2007,3. Total,10.0,295,1.0,1.0,6.0,148.0,129.0
902,Meghalaya,2007,3. Total,9.0,114,3.0,2.0,7.0,39.0,54.0
903,Mizoram,2007,3. Total,2.0,43,1.0,0.0,2.0,26.0,12.0
904,Nagaland,2007,3. Total,3.0,118,0.0,1.0,2.0,51.0,61.0
905,Odisha,2007,3. Total,44.0,1235,12.0,6.0,15.0,637.0,521.0
906,Puducherry,2007,3. Total,3.0,35,,2.0,1.0,21.0,8.0
907,Punjab,2007,3. Total,85.0,826,13.0,10.0,10.0,386.0,322.0
908,Rajasthan,2007,3. Total,128.0,1359,29.0,28.0,32.0,536.0,606.0
909,Sikkim,2007,3. Total,1.0,9,1.0,,,5.0,2.0
910,Tamil Nadu,2007,3. Total,314.0,1711,14.0,49.0,5.0,607.0,722.0
911,Tripura,2007,3. Total,25.0,150,4.0,3.0,4.0,52.0,62.0
912,Uttar Pradesh,2007,3. Total,446.0,5182,160.0,61.0,176.0,2432.0,1907.0
913,Uttarakhand,2007,3. Total,25.0,268,4.0,5.0,5.0,164.0,65.0
914,West Bengal,2007,3. Total,78.0,1653,2.0,8.0,5.0,968.0,592.0
915,Andaman & Nicobar Islands,2008,3. Total,2.0,8,2.0,,,2.0,2.0
916,Andhra Pradesh,2008,3. Total,303.0,2762,21.0,36.0,64.0,1266.0,1072.0
917,Arunachal Pradesh,2008,3. Total,2.0,72,0.0,0.0,0.0,40.0,30.0
918,Assam,2008,3. Total,55.0,1426,1.0,0.0,0.0,851.0,519.0
919,Bihar,2008,3. Total,114.0,3139,19.0,37.0,60.0,1837.0,1072.0
920,Chandigarh,2008,3. Total,2.0,17,0.0,0.0,0.0,10.0,5.0
921,Chhattisgarh,2008,3. Total,152.0,1169,19.0,23.0,56.0,411.0,508.0
922,Dadra & Nagar Haveli,2008,3. Total,3.0,9,1.0,,,,5.0
923,Daman & Diu,2008,3. Total,0.0,2,0.0,0.0,,0.0,2.0
924,Delhi,2008,3. Total,43.0,589,9.0,25.0,17.0,202.0,293.0
925,Goa,2008,3. Total,11.0,53,1.0,2.0,0.0,18.0,21.0
926,Gujarat,2008,3. Total,107.0,1145,9.0,47.0,10.0,449.0,523.0
927,Haryana,2008,3. Total,112.0,970,11.0,7.0,13.0,404.0,423.0
928,Himachal Pradesh,2008,3. Total,14.0,130,3.0,4.0,7.0,37.0,65.0
929,Jammu & Kashmir,2008,3. Total,18.0,266,0.0,0.0,0.0,107.0,141.0
930,Jharkhand,2008,3. Total,98.0,1697,0.0,4.0,7.0,841.0,747.0
